aclew_child_id,corp,group_corp,group_corpNE,language,child_sex,age_mo_round,segment,segment_dur,n_spkrs_clip,tds_min,ocds_min,cds_min,ads_min,tds_mph,ocds_mph,cds_mph,ads_mph,prop_tds,prop_ocds,prop_cds,prop_ads
3528,WAR,"NA_English","NA_English",English,F,6,15,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,6,2,1,0.184,0,0.184,0,5.52,0,5.52,0,0.5,0,0.5,0
3528,WAR,"NA_English","NA_English",English,F,6,7,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,8,2,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3528,WAR,"NA_English","NA_English",English,F,6,9,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3542,SOD,"NA_English","NA_English",English,F,2,1,2,5,0,0.037,0.037,1.078,0,1.11,1.11,32.34,0,0.03318385650224215,0.03318385650224215,0.966816143497758
3542,SOD,"NA_English","NA_English",English,F,2,10,2,5,0.027,0,0.027,1.441,0.8099999999999999,0,0.8099999999999999,43.23,0.01806020066889632,0,0.01806020066889632,0.9638795986622076
3542,SOD,"NA_English","NA_English",English,F,2,11,2,10,0.199,0.213,0.411,0.966,5.970000000000001,6.39,12.33,28.98,0.12626903553299493,0.1351522842639594,0.26078680203045684,0.6129441624365481
3542,SOD,"NA_English","NA_English",English,F,2,12,2,1,0.288,0,0.288,0,8.639999999999999,0,8.639999999999999,0,0.5,0,0.5,0
3542,SOD,"NA_English","NA_English",English,F,2,13,2,5,0.198,0,0.198,0.942,5.94,0,5.94,28.26,0.14798206278026907,0,0.14798206278026907,0.7040358744394619
3542,SOD,"NA_English","NA_English",English,F,2,14,2,9,0.086,0.037,0.122,0.539,2.5799999999999996,1.11,3.66,16.17,0.1151271753681392,0.04953145917001338,0.16331994645247658,0.7215528781793843
3542,SOD,"NA_English","NA_English",English,F,2,15,2,8,0.014,0.038,0.051,0.909,0.42,1.14,1.5299999999999998,27.27,0.01437371663244353,0.03901437371663244,0.05236139630390143,0.933264887063655
3542,SOD,"NA_English","NA_English",English,F,2,2,2,3,0,0,0,0.668,0,0,0,20.040000000000003,0,0,0,1
3542,SOD,"NA_English","NA_English",English,F,2,3,2,6,0.059,0,0.059,1.266,1.77,0,1.77,37.98,0.04263005780346821,0,0.04263005780346821,0.9147398843930636
3542,SOD,"NA_English","NA_English",English,F,2,4,2,1,1.737,0,1.737,0,52.11,0,52.11,0,0.5,0,0.5,0
3542,SOD,"NA_English","NA_English",English,F,2,5,2,1,0.407,0,0.407,0,12.21,0,12.21,0,0.5,0,0.5,0
3542,SOD,"NA_English","NA_English",English,F,2,6,2,1,0.496,0,0.496,0,14.88,0,14.88,0,0.5,0,0.5,0
3542,SOD,"NA_English","NA_English",English,F,2,7,2,3,0,0,0,1.484,0,0,0,44.52,0,0,0,1
3542,SOD,"NA_English","NA_English",English,F,2,8,2,1,0.079,0,0.079,0,2.37,0,2.37,0,0.5,0,0.5,0
3542,SOD,"NA_English","NA_English",English,F,2,9,2,4,0.195,0,0.195,0.233,5.8500000000000005,0,5.8500000000000005,6.99,0.3130016051364366,0,0.3130016051364366,0.37399678972712685
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-1,2.5,12,0.067,0.411,0.478,1.249,1.608,9.864,11.472,29.976000000000003,0.03734671125975473,0.22909698996655517,0.2664437012263099,0.6962095875139354
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-2,2.5,5,0.714,1.336,2.05,0.318,17.136,32.064,49.2,7.632000000000001,0.23166774821544453,0.4334847501622324,0.6651524983776768,0.10317975340687864
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-3,2.5,8,0.019,1.151,1.169,0.81,0.456,27.624,28.056,19.44,0.0095095095095095,0.576076076076076,0.585085085085085,0.4054054054054054
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-4,2.5,3,0.258,0.228,0.485,0.265,6.192,5.472,11.64,6.36,0.25595238095238093,0.2261904761904762,0.4811507936507936,0.2628968253968254
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-5,2.5,6,0,0.763,0.763,1.848,0,18.312,18.312,44.352,0,0.29222520107238603,0.29222520107238603,0.707774798927614
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-6,2.5,5,0,0.327,0.327,1.705,0,7.848,7.848,40.92,0,0.1609251968503937,0.1609251968503937,0.8390748031496064
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-7,2.5,7,0.126,0.78,0.907,0.946,3.024,18.72,21.768,22.703999999999997,0.06366851945426984,0.3941384537645275,0.4583122789287518,0.47801920161697825
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-8,2.5,8,0.019,0.429,0.449,1.744,0.456,10.296,10.776,41.856,0.00858951175406871,0.19394213381555156,0.2029837251356239,0.7884267631103075
3729,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,4,random-9,2.5,9,0,2.414,2.414,1.784,0,57.936,57.936,42.816,0,0.5750357313006194,0.5750357313006194,0.42496426869938064
3749,BER,"NA_English","NA_English",English,M,14,1,2,4,0.19,0,0.19,1.24,5.7,0,5.7,37.2,0.11728395061728396,0,0.11728395061728396,0.7654320987654322
3749,BER,"NA_English","NA_English",English,M,14,10,2,5,0,0,0,1.39,0,0,0,41.7,0,0,0,1
3749,BER,"NA_English","NA_English",English,M,14,11,2,3,0.046,0,0.046,0.468,1.38,0,1.38,14.04,0.08214285714285713,0,0.08214285714285713,0.8357142857142856
3749,BER,"NA_English","NA_English",English,M,14,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3749,BER,"NA_English","NA_English",English,M,14,13,2,2,0,0,0,0.905,0,0,0,27.15,0,0,0,1
3749,BER,"NA_English","NA_English",English,M,14,14,2,4,0.077,0,0.077,2.036,2.31,0,2.31,61.08,0.03515981735159818,0,0.03515981735159818,0.9296803652968036
3749,BER,"NA_English","NA_English",English,M,14,15,2,4,0.254,0,0.254,0.824,7.62,0,7.62,24.72,0.19069069069069072,0,0.19069069069069072,0.6186186186186187
3749,BER,"NA_English","NA_English",English,M,14,2,2,3,0.124,0,0.124,0.039,3.72,0,3.72,1.17,0.4320557491289198,0,0.4320557491289198,0.13588850174216027
3749,BER,"NA_English","NA_English",English,M,14,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3749,BER,"NA_English","NA_English",English,M,14,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3749,BER,"NA_English","NA_English",English,M,14,5,2,2,0.225,0,0.225,0.28,6.75,0,6.75,8.4,0.3082191780821918,0,0.3082191780821918,0.3835616438356165
3749,BER,"NA_English","NA_English",English,M,14,6,2,2,0.018,0,0.018,1.1,0.5399999999999999,0,0.5399999999999999,33,0.0158450704225352,0,0.0158450704225352,0.9683098591549296
3749,BER,"NA_English","NA_English",English,M,14,7,2,1,0,0,0,0.707,0,0,0,21.209999999999997,0,0,0,1
3749,BER,"NA_English","NA_English",English,M,14,8,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3749,BER,"NA_English","NA_English",English,M,14,9,2,2,0.862,0,0.862,0,25.86,0,25.86,0,0.5,0,0.5,0
3895,BER,"NA_English","NA_English",English,M,8,1,2,3,0.057,0.21,0.268,0.04,1.71,6.3,8.040000000000001,1.2,0.15616438356164383,0.5753424657534246,0.7342465753424658,0.10958904109589042
3895,BER,"NA_English","NA_English",English,M,8,10,2,3,0.161,0.647,0.808,0.031,4.83,19.41,24.24,0.93,0.161,0.647,0.808,0.031
3895,BER,"NA_English","NA_English",English,M,8,11,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3895,BER,"NA_English","NA_English",English,M,8,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3895,BER,"NA_English","NA_English",English,M,8,13,2,4,0.228,0,0.228,1.44,6.84,0,6.84,43.2,0.12025316455696204,0,0.12025316455696204,0.759493670886076
3895,BER,"NA_English","NA_English",English,M,8,14,2,3,0,0.004,0.004,1.257,0,0.12,0.12,37.709999999999994,0,0.00317208564631245,0.00317208564631245,0.9968279143536876
3895,BER,"NA_English","NA_English",English,M,8,15,2,3,0.084,0.226,0.311,0.027,2.52,6.78,9.33,0.8099999999999999,0.19905213270142183,0.5355450236966824,0.7369668246445498,0.06398104265402843
3895,BER,"NA_English","NA_English",English,M,8,2,2,5,0.044,1.707,1.751,0.683,1.3199999999999998,51.21,52.529999999999994,20.49,0.01775625504439064,0.688861985472155,0.7066182405165456,0.2756255044390638
3895,BER,"NA_English","NA_English",English,M,8,3,2,4,0,0.861,0.861,0,0,25.83,25.83,0,0,1,1,0
3895,BER,"NA_English","NA_English",English,M,8,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3895,BER,"NA_English","NA_English",English,M,8,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3895,BER,"NA_English","NA_English",English,M,8,6,2,6,0.068,0.811,0.879,0.967,2.04,24.33,26.37,29.01,0.03552769070010449,0.4237199582027169,0.4592476489028213,0.5052246603970741
3895,BER,"NA_English","NA_English",English,M,8,7,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
3895,BER,"NA_English","NA_English",English,M,8,8,2,2,0,0.015,0.015,0.131,0,0.45,0.45,3.93,0,0.10273972602739724,0.10273972602739724,0.8972602739726027
3895,BER,"NA_English","NA_English",English,M,8,9,2,1,0,0.01,0.01,0,0,0.3,0.3,0,0,1,1,0
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-1,2.5,9,0.862,0.45,1.312,1.118,20.688,10.8,31.488000000000003,26.832,0.2618469015795869,0.13669501822600244,0.39854191980558934,0.33961117861482387
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-2,2.5,10,0.119,1.348,1.466,0.796,2.856,32.352000000000004,35.184000000000005,19.104,0.04997900041999159,0.5661486770264594,0.615707685846283,0.3343133137337253
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-3,2.5,5,0.281,0,0.281,0,6.744000000000001,0,6.744000000000001,0,0.5,0,0.5,0
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-4,2.5,5,0.188,0.34,0.528,0.079,4.5120000000000005,8.16,12.672,1.896,0.2364779874213836,0.4276729559748428,0.6641509433962264,0.09937106918238992
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-5,2.5,1,0.423,0,0.423,0,10.152,0,10.152,0,0.5,0,0.5,0
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-6,2.5,1,0.025,0,0.025,0,0.6,0,0.6,0,0.5,0,0.5,0
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-7,2.5,8,0.142,0.135,0.277,0.393,3.408,3.24,6.648000000000001,9.432,0.17487684729064035,0.16625615763546797,0.3411330049261084,0.4839901477832512
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-8,2.5,4,0.298,0.074,0.372,0.163,7.152,1.7759999999999998,8.927999999999999,3.912,0.3577430972388956,0.08883553421368548,0.44657863145258103,0.19567827130852344
3956,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,29,random-9,2.5,12,0.01,3.88,3.891,0.169,0.24,93.12,93.384,4.056,0.00245700245700245,0.9533169533169532,0.956019656019656,0.04152334152334152
4483,SOD,"NA_English","NA_English",English,M,5,1,2,2,0.211,0,0.211,0.131,6.33,0,6.33,3.93,0.38155515370705245,0,0.38155515370705245,0.23688969258589515
4483,SOD,"NA_English","NA_English",English,M,5,10,2,4,0.32,0.019,0.339,0.369,9.6,0.57,10.17,11.07,0.311284046692607,0.01848249027237354,0.32976653696498054,0.35894941634241245
4483,SOD,"NA_English","NA_English",English,M,5,11,2.0000166666666668,3,0.009,0.026,0.035,0.187,0.2699977500187498,0.7799935000541661,1.0499912500729165,5.609953250389579,0.03896103896103895,0.11255411255411256,0.15151515151515152,0.8095238095238095
4483,SOD,"NA_English","NA_English",English,M,5,12,2,2,0,0,0,0.057,0,0,0,1.71,0,0,0,1
4483,SOD,"NA_English","NA_English",English,M,5,13,2,4,0.414,0.066,0.479,0.238,12.42,1.98,14.37,7.14,0.36604774535809026,0.05835543766578251,0.42351900972590634,0.21043324491600357
4483,SOD,"NA_English","NA_English",English,M,5,14,1.9997833333333332,3,0.616,0.09,0.706,0.347,18.48200221690683,2.700292531690933,21.18229474859777,10.411127872186151,0.36908328340323543,0.05392450569203115,0.4230077890952666,0.2079089275014979
4483,SOD,"NA_English","NA_English",English,M,5,15,2,1,0.083,0,0.083,0,2.49,0,2.49,0,0.5,0,0.5,0
4483,SOD,"NA_English","NA_English",English,M,5,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4483,SOD,"NA_English","NA_English",English,M,5,3,2,2,0.076,0.11,0.186,0.018,2.28,3.3,5.58,0.5399999999999999,0.2714285714285714,0.3928571428571429,0.6642857142857143,0.06428571428571428
4483,SOD,"NA_English","NA_English",English,M,5,4,2,2,0.051,0.016,0.067,0.047,1.5299999999999998,0.48,2.01,1.41,0.3090909090909091,0.09696969696969696,0.40606060606060607,0.28484848484848485
4483,SOD,"NA_English","NA_English",English,M,5,5,2,2,0.206,0.013,0.219,0.068,6.18,0.39,6.57,2.04,0.41784989858012167,0.02636916835699797,0.44421906693711966,0.13793103448275862
4483,SOD,"NA_English","NA_English",English,M,5,6,2,3,0.063,0.047,0.11,0.196,1.89,1.41,3.3,5.88,0.17073170731707318,0.12737127371273713,0.2981029810298103,0.5311653116531165
4483,SOD,"NA_English","NA_English",English,M,5,7,2,4,0.023,0,0.023,0.931,0.69,0,0.69,27.93,0.02354145342886386,0,0.02354145342886386,0.9529170931422722
4483,SOD,"NA_English","NA_English",English,M,5,8,2,4,0.265,0,0.265,0.488,7.95,0,7.95,14.64,0.26031434184675833,0,0.26031434184675833,0.4793713163064833
4483,SOD,"NA_English","NA_English",English,M,5,9,2,3,0.098,0,0.098,0.279,2.94,0,2.94,8.370000000000001,0.20631578947368423,0,0.20631578947368423,0.5873684210526317
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-1,2.5,2,0,0,0,0.12,0,0,0,2.88,0,0,0,1
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-2,2.5,4,0.188,0.297,0.485,0.146,4.5120000000000005,7.127999999999999,11.64,3.5039999999999996,0.22954822954822957,0.3626373626373626,0.5921855921855922,0.17826617826617827
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-3,2.5,6,0.131,0.576,0.707,0.084,3.144,13.824,16.968,2.0160000000000005,0.14208242950108463,0.6247288503253796,0.7668112798264642,0.0911062906724512
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-4,2.5,2,0.068,0.029,0.096,0,1.632,0.6960000000000001,2.3040000000000003,0,0.41463414634146345,0.17682926829268292,0.5853658536585366,0
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-5,2.5,7,0.076,0.556,0.631,1.627,1.824,13.344,15.144,39.048,0.03256212510711225,0.23821765209940016,0.27035132819194513,0.6970865467009426
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-6,2.5,7,0,0.535,0.535,0.086,0,12.840000000000002,12.840000000000002,2.064,0,0.8615136876006442,0.8615136876006442,0.13848631239935583
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-7,2.5,8,0,1.216,1.216,0.767,0,29.184,29.184,18.408,0,0.6132123045890066,0.6132123045890066,0.38678769541099345
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-8,2.5,5,0.011,2.096,2.106,0,0.26399999999999996,50.304,50.544,0,0.00519603212092583,0.9900803023145962,0.994803967879074,0
4569,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,F,20,random-9,2.5,6,0.209,1.21,1.419,0.094,5.016,29.04,34.056,2.256,0.12137049941927992,0.70267131242741,0.8240418118466899,0.0545876887340302
4995,WAR,"NA_English","NA_English",English German,F,9,1,2,2,0,0.15,0.15,0.714,0,4.5,4.5,21.42,0,0.1736111111111111,0.1736111111111111,0.8263888888888888
4995,WAR,"NA_English","NA_English",English German,F,9,10,2,2,0.019,0,0.019,0,0.57,0,0.57,0,0.5,0,0.5,0
4995,WAR,"NA_English","NA_English",English German,F,9,11,2,1,0.153,0,0.153,0,4.59,0,4.59,0,0.5,0,0.5,0
4995,WAR,"NA_English","NA_English",English German,F,9,12,2,2,0.369,0,0.369,0.017,11.07,0,11.07,0.51,0.48874172185430464,0,0.48874172185430464,0.02251655629139073
4995,WAR,"NA_English","NA_English",English German,F,9,13,2,2,0.036,0,0.036,0.068,1.0799999999999998,0,1.0799999999999998,2.04,0.2571428571428571,0,0.2571428571428571,0.4857142857142857
4995,WAR,"NA_English","NA_English",English German,F,9,14,2,1,0.045,0,0.045,0,1.35,0,1.35,0,0.5,0,0.5,0
4995,WAR,"NA_English","NA_English",English German,F,9,15,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4995,WAR,"NA_English","NA_English",English German,F,9,2,2,1,0.131,0,0.131,0,3.93,0,3.93,0,0.5,0,0.5,0
4995,WAR,"NA_English","NA_English",English German,F,9,3,2,2,0.236,0,0.236,0.023,7.08,0,7.08,0.69,0.47676767676767673,0,0.47676767676767673,0.04646464646464646
4995,WAR,"NA_English","NA_English",English German,F,9,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4995,WAR,"NA_English","NA_English",English German,F,9,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4995,WAR,"NA_English","NA_English",English German,F,9,6,2,1,0.017,0,0.017,0,0.51,0,0.51,0,0.5,0,0.5,0
4995,WAR,"NA_English","NA_English",English German,F,9,7,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
4995,WAR,"NA_English","NA_English",English German,F,9,8,2,2,0.275,0,0.275,0.478,8.25,0,8.25,14.34,0.26750972762645914,0,0.26750972762645914,0.46498054474708167
4995,WAR,"NA_English","NA_English",English German,F,9,9,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-1,2.5,2,0.102,1.284,1.386,0,2.448,30.816000000000003,33.264,0,0.06854838709677419,0.8629032258064516,0.9314516129032258,0
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-2,2.5,6,0.278,0.963,1.241,0.328,6.672000000000001,23.112,29.784,7.872000000000001,0.1505143475906876,0.5213860314022739,0.6719003789929615,0.17758527341635083
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-3,2.5,6,0.066,1.436,1.503,0.194,1.584,34.464,36.072,4.656000000000001,0.03743618831537153,0.8145207033465683,0.8525241066364152,0.11003970504821328
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-4,2.5,19,0.178,0.702,0.879,1.741,4.272,16.848,21.096,41.784,0.0636168691922802,0.25089349535382416,0.3141529664045747,0.6222301644031452
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-5,2.5,4,0.288,0.4,0.689,0.292,6.912,9.6,16.535999999999998,7.007999999999999,0.22695035460992907,0.3152088258471238,0.5429472025216706,0.23010244286840031
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-6,2.5,4,0.05,0.584,0.634,0.064,1.2,14.015999999999998,15.216,1.536,0.06684491978609626,0.7807486631016042,0.8475935828877006,0.08556149732620322
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-7,2.5,3,0.263,0.037,0.3,0,6.312,0.8879999999999999,7.199999999999999,0,0.4671403197158082,0.06571936056838366,0.5328596802841918,0
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-8,2.5,8,0.033,0.672,0.704,0.551,0.792,16.128000000000004,16.895999999999997,13.224,0.02562111801242236,0.5217391304347826,0.5465838509316769,0.42779503105590067
5019,CAS,Yeli_Dnye,Yeli_Dnye,Yélî Dnye,M,36,random-9,2.5,5,0.284,0.019,0.303,0.411,6.816,0.456,7.272,9.864,0.28456913827655306,0.0190380761523046,0.3036072144288577,0.41182364729458915
5613,WAR,"NA_English","NA_English",Spanish,M,6,1,2,4,0,0.119,0.119,0.587,0,3.57,3.57,17.61,0,0.16855524079320114,0.16855524079320114,0.8314447592067988
5613,WAR,"NA_English","NA_English",Spanish,M,6,10,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5613,WAR,"NA_English","NA_English",Spanish,M,6,11,2,6,0.013,0.374,0.387,0.602,0.39,11.22,11.61,18.06,0.01297405189620758,0.373253493013972,0.3862275449101796,0.6007984031936128
5613,WAR,"NA_English","NA_English",Spanish,M,6,12,2,6,0,0.083,0.083,1.617,0,2.49,2.49,48.51,0,0.04882352941176471,0.04882352941176471,0.9511764705882352
5613,WAR,"NA_English","NA_English",Spanish,M,6,13,2,5,0.048,0.094,0.142,1.018,1.44,2.82,4.26,30.54,0.03973509933774834,0.07781456953642385,0.11754966887417218,0.8427152317880795
5613,WAR,"NA_English","NA_English",Spanish,M,6,14,2,8,0,0.731,0.731,0.983,0,21.93,21.93,29.49,0,0.426487747957993,0.426487747957993,0.573512252042007
5613,WAR,"NA_English","NA_English",Spanish,M,6,15,2,8,0,1.357,1.357,1.418,0,40.71,40.71,42.54,0,0.489009009009009,0.489009009009009,0.510990990990991
5613,WAR,"NA_English","NA_English",Spanish,M,6,2,2,5,0.052,0.042,0.094,1.052,1.5599999999999998,1.26,2.82,31.56,0.04340567612687812,0.0350584307178631,0.07846410684474123,0.8781302170283806
5613,WAR,"NA_English","NA_English",Spanish,M,6,3,2,3,0.03,0.047,0.076,0.082,0.8999999999999999,1.41,2.28,2.46,0.15957446808510636,0.25,0.40425531914893614,0.43617021276595747
5613,WAR,"NA_English","NA_English",Spanish,M,6,4,2,7,0,1.127,1.127,0.826,0,33.81,33.81,24.78,0,0.5770609318996416,0.5770609318996416,0.4229390681003584
5613,WAR,"NA_English","NA_English",Spanish,M,6,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5613,WAR,"NA_English","NA_English",Spanish,M,6,6,2,5,0.106,0.065,0.171,0.721,3.1799999999999997,1.95,5.130000000000001,21.63,0.1062124248496994,0.06513026052104208,0.1713426853707415,0.7224448897795591
5613,WAR,"NA_English","NA_English",Spanish,M,6,7,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5613,WAR,"NA_English","NA_English",Spanish,M,6,8,2,1,0.21,0,0.21,0,6.3,0,6.3,0,0.5,0,0.5,0
5613,WAR,"NA_English","NA_English",Spanish,M,6,9,2,5,0.019,0.07,0.089,0.681,0.57,2.1,2.67,20.43,0.02408111533586818,0.08871989860583017,0.11280101394169834,0.8631178707224335
5750,BER,"NA_English","NA_English",English,F,7,1,2,12,0.055,0.49,0.546,1.147,1.65,14.7,16.380000000000003,34.410000000000004,0.03146453089244851,0.2803203661327231,0.3123569794050344,0.6561784897025171
5750,BER,"NA_English","NA_English",English,F,7,10,2,2,0.073,0.085,0.158,0.048,2.19,2.5500000000000003,4.74,1.44,0.26164874551971323,0.3046594982078853,0.5663082437275985,0.17204301075268816
5750,BER,"NA_English","NA_English",English,F,7,11,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5750,BER,"NA_English","NA_English",English,F,7,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5750,BER,"NA_English","NA_English",English,F,7,13,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5750,BER,"NA_English","NA_English",English,F,7,14,2,5,0.135,0,0.135,1.543,4.050000000000001,0,4.050000000000001,46.29,0.07446221731936019,0,0.07446221731936019,0.8510755653612796
5750,BER,"NA_English","NA_English",English,F,7,15,2,2,0.055,0.02,0.076,0.01,1.65,0.6,2.28,0.3,0.3900709219858155,0.14184397163120566,0.53900709219858145,0.07092198581560283
5750,BER,"NA_English","NA_English",English,F,7,2,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5750,BER,"NA_English","NA_English",English,F,7,3,2,3,0.052,0.245,0.297,0.266,1.5599999999999998,7.35,8.91,7.98,0.08455284552845528,0.3983739837398374,0.4829268292682926,0.43252032520325207
5750,BER,"NA_English","NA_English",English,F,7,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5750,BER,"NA_English","NA_English",English,F,7,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5750,BER,"NA_English","NA_English",English,F,7,6,2,2,0.105,0.272,0.377,0.122,3.15,8.16,11.31,3.66,0.173841059602649,0.4503311258278146,0.6241721854304636,0.20198675496688745
5750,BER,"NA_English","NA_English",English,F,7,7,2,4,0,0,0,2.303,0,0,0,69.09,0,0,0,1
5750,BER,"NA_English","NA_English",English,F,7,8,2,2,0.326,0,0.326,0.053,9.78,0,9.78,1.59,0.4624113475177304,0,0.4624113475177304,0.07517730496453899
5750,BER,"NA_English","NA_English",English,F,7,9,2,3,0,0.62,0.62,0.369,0,18.6,18.6,11.07,0,0.6268958543983822,0.6268958543983822,0.3731041456016178
5959,WAR,"NA_English","NA_English",English,M,9,1,2,2,0.035,0,0.035,0.305,1.05,0,1.05,9.15,0.09333333333333334,0,0.09333333333333334,0.8133333333333334
5959,WAR,"NA_English","NA_English",English,M,9,10,2,2,0.201,0,0.201,0.098,6.03,0,6.03,2.94,0.402,0,0.402,0.196
5959,WAR,"NA_English","NA_English",English,M,9,11,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5959,WAR,"NA_English","NA_English",English,M,9,12,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5959,WAR,"NA_English","NA_English",English,M,9,13,2,1,0.864,0,0.864,0,25.92,0,25.92,0,0.5,0,0.5,0
5959,WAR,"NA_English","NA_English",English,M,9,14,2,1,0.357,0,0.357,0,10.71,0,10.71,0,0.5,0,0.5,0
5959,WAR,"NA_English","NA_English",English,M,9,15,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5959,WAR,"NA_English","NA_English",English,M,9,2,2,2,0,0,0,0.475,0,0,0,14.25,0,0,0,1
5959,WAR,"NA_English","NA_English",English,M,9,3,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5959,WAR,"NA_English","NA_English",English,M,9,4,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5959,WAR,"NA_English","NA_English",English,M,9,5,2,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA
5959,WAR,"NA_English","NA_English",English,M,9,6,2,2,0,0,0,0.722,0,0,0,21.66,0,0,0,1
